kind,emd_a,pdb_a,chain_a,len_a,emd_b,pdb_b,chain_b,len_b,fident
homolog,0894,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/0894/6lhp.pdb,L,107,31515,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/31515/7fbi.pdb,H,111,0.313
homolog,20540,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/20540/6pzy.pdb,D,216,20541,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/20541/6pzz.pdb,E,214,0.454
homolog,0889,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/0889/6lhc.pdb,C,242,3880,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/3880/6eit.pdb,3,240,0.460
homolog,20795,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/20795/6ujb.pdb,F,219,4520,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/4520/6qd7.pdb,L,214,0.595
homolog,0069,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/0069/6gv4.pdb,H,121,23780,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/23780/7mdu.pdb,F,111,0.355
homolog,23578,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/23578/7lxx.pdb,H,126,34234,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/34234/8gsf.pdb,E,117,0.436
homolog,21243,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/21243/6vms.pdb,A,354,4719,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/4719/6r3q.pdb,B,404,0.398
homolog,25876,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/25876/7tfl.pdb,C,340,27672,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/27672/8dr6.pdb,B,323,0.359
homolog,10282,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/10282/6spd.pdb,D,207,20491,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/20491/6pvk.pdb,D,209,0.519
homolog,11061,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/11061/6z3p.pdb,B,254,33005,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/33005/7x4m.pdb,B,263,0.516
homolog,12528,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/12528/7nqk.pdb,B,131,24649,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/24649/7rr0.pdb,C,107,0.307
homolog,23717,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/23717/7m8j.pdb,H,120,31515,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/31515/7fbi.pdb,N,119,0.445
homolog,12702,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/12702/7o37.pdb,E,196,24485,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/24485/7rjd.pdb,E,213,0.560
homolog,31046,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/31046/7eak.pdb,A,292,7633,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/7633/6cv2.pdb,A,297,0.455
homolog,32398,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/32398/7wbh.pdb,Q,107,32685,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/32685/7wpf.pdb,T,133,0.320
homolog,25105,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/25105/7sg4.pdb,L,220,26443,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/26443/7ucg.pdb,E,205,0.410
homolog,12599,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/12599/7nuq.pdb,3,236,9685,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/9685/6ilk.pdb,C,238,0.495
homolog,32143,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/32143/7vvl.pdb,A,380,33682,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/33682/7y89.pdb,C,351,0.378
homolog,23693,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/23693/7m6e.pdb,C,216,25843,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/25843/7te9.pdb,L,213,0.416
homolog,10557,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/10557/6tra.pdb,F,141,12228,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/12228/7blz.pdb,F,155,0.474
homolog,30489,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/30489/7cx2.pdb,N,128,32748,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/32748/7ws6.pdb,H,108,0.330
homolog,24313,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/24313/7r8a.pdb,C,245,32430,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/32430/7wcz.pdb,a,214,0.529
homolog,30815,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/30815/7dq7.pdb,H,123,30994,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/30994/7e5s.pdb,P,120,0.532
homolog,0411,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/0411/6nbh.pdb,N,126,32744,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/32744/7ws5.pdb,D,108,0.330
homolog,22128,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/22128/6xcn.pdb,D,217,32961,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/32961/7x28.pdb,C,221,0.331
homolog,21460,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/21460/6vyh.pdb,C,213,23277,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/23277/7lcn.pdb,D,216,0.451
homolog,24299,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/24299/7r7n.pdb,H,126,32501,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/32501/7whj.pdb,D,138,0.460
homolog,23666,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/23666/7m4u.pdb,k,128,4337,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/4337/6g18.pdb,O,151,0.394
homolog,15971,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/15971/8bcz.pdb,C,226,31978,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/31978/7vgs.pdb,D,229,0.517
homolog,30558,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/30558/7d3k.pdb,H,124,31456,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/31456/7f53.pdb,N,126,0.500
homolog,21920,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/21920/6wvj.pdb,A,314,23895,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/23895/7mki.pdb,G,329,0.459
homolog,22443,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/22443/7jr7.pdb,E,223,25686,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/25686/7t4r.pdb,J,257,0.517
homolog,11588,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/11588/6zzx.pdb,4,207,11589,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/11589/6zzy.pdb,6,231,0.438
homolog,23465,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/23465/7lok.pdb,J,214,25163,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/25163/7sjo.pdb,E,250,0.310
homolog,22031,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/22031/6x3s.pdb,E,417,22033,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/22033/6x3u.pdb,B,358,0.567
homolog,21572,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/21572/6w7n.pdb,C,233,27011,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/27011/8cvo.pdb,G,269,0.506
homolog,30925,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/30925/7dz7.pdb,Z,256,32892,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/32892/7wyi.pdb,8,243,0.375
homolog,32892,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/32892/7wyi.pdb,7,241,9853,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/9853/6jo5.pdb,9,189,0.427
homolog,30322,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/30322/7c9z.pdb,A,278,9629,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/9629/6aj0.pdb,A,295,0.438
homolog,25982,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/25982/7tl0.pdb,K,216,27939,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/27939/8e7m.pdb,H,227,0.328
homolog,24276,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/24276/7nao.pdb,E,263,7010,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/7010/6avo.pdb,P,234,0.328
homolog,24236,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/24236/7n8h.pdb,E,122,9634,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/9634/6aj9.pdb,H,116,0.591
homolog,10914,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/10914/6yt9.pdb,l,128,4793,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/4793/6rbe.pdb,O,137,0.369
homolog,24825,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/24825/7s3i.pdb,N,128,25808,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/25808/7tcc.pdb,G,108,0.371
homolog,10798,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/10798/6yez.pdb,L,159,21320,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/21320/6vpv.pdb,0,160,0.471
homolog,22659,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/22659/7k43.pdb,C,125,31824,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/31824/7v9l.pdb,N,140,0.476
homolog,24875,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/24875/7s6d.pdb,D,249,31056,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/31056/7ec5.pdb,E,216,0.552
homolog,30514,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/30514/7czr.pdb,K,214,32553,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/32553/7wjz.pdb,C,214,0.430
homolog,21571,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/21571/6w7m.pdb,D,206,31660,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/31660/7v2q.pdb,D,209,0.500
homolog,22283,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/22283/6xox.pdb,N,160,27798,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/27798/8dzh.pdb,E,118,0.484
homolog,24878,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/24878/7s6k.pdb,C,127,25368,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/25368/7sp8.pdb,C,137,0.464
homolog,25763,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/25763/7t9n.pdb,H,252,31162,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/31162/7ejk.pdb,H,307,0.364
homolog,26267,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/26267/7u0x.pdb,G,216,32563,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/32563/7wk9.pdb,b,215,0.421
homolog,20877,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/20877/6utf.pdb,O,227,9258,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/9258/6muw.pdb,E,256,0.346
homolog,21992,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/21992/6x18.pdb,A,394,32021,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/32021/7vl9.pdb,A,354,0.403
homolog,9680,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/9680/6ijo.pdb,2,227,9854,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/9854/6jo6.pdb,3,268,0.347
homolog,31879,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/31879/7vbh.pdb,A,394,32246,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/32246/7w0o.pdb,A,356,0.398
homolog,23719,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/23719/7m8l.pdb,J,215,24060,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/24060/7mw2.pdb,D,237,0.302
homolog,13453,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/13453/7piu.pdb,A,380,35356,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/35356/8id3.pdb,A,354,0.408
homolog,22137,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/22137/6xdg.pdb,C,225,32430,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/32430/7wcz.pdb,a,214,0.536
homolog,22749,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/22749/7k9i.pdb,H,119,25929,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/25929/7tjq.pdb,A,124,0.459
homolog,22655,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/22655/7k3b.pdb,G,219,31017,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/31017/7e8f.pdb,C,230,0.304
homolog,33670,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/33670/7y7m.pdb,F,214,9065,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/9065/6mb3.pdb,A,225,0.550
homolog,20540,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/20540/6pzy.pdb,A,429,21042,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/21042/6v4n.pdb,I,448,0.332
homolog,10891,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/10891/6ys3.pdb,j,142,20491,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/20491/6pvk.pdb,J,145,0.591
homolog,11875,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/11875/7ar7.pdb,T,84,32222,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/32222/7vz8.pdb,X,88,0.506
homolog,20605,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/20605/6u0l.pdb,J,213,23875,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/23875/7mjj.pdb,D,244,0.314
homolog,31837,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/31837/7vad.pdb,L,219,33023,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/33023/7x6l.pdb,J,214,0.600
homolog,20605,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/20605/6u0l.pdb,J,213,33123,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/33123/7xck.pdb,B,214,0.436
homolog,25376,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/25376/7sq1.pdb,A,122,30488,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/30488/7cwu.pdb,J,120,0.432
homolog,32209,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/32209/7vym.pdb,A,284,9644,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/9644/6aku.pdb,A,298,0.372
homolog,12377,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/12377/7njk.pdb,A,548,4834,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/4834/6rdx.pdb,T,562,0.570
homolog,23868,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/23868/7miy.pdb,C,484,9869,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/9869/6jpb.pdb,B,450,0.600
homolog,33452,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/33452/7xtq.pdb,A,394,35358,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/35358/8id6.pdb,A,354,0.398
homolog,11878,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/11878/7arb.pdb,M,495,12652,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/12652/7nyh.pdb,M,509,0.364
homolog,13239,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/13239/7p7l.pdb,F,439,32255,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/32255/7w1t.pdb,A,433,0.421
homolog,21521,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/21521/6w21.pdb,G,207,31171,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/31171/7eko.pdb,B,238,0.566
homolog,22749,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/22749/7k9i.pdb,L,109,25040,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/25040/7sco.pdb,F,108,0.403
homolog,13202,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/13202/7p5v.pdb,G,144,34585,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/34585/8ha0.pdb,N,140,0.575
homolog,32999,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/32999/7x42.pdb,C,238,9611,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/9611/6adr.pdb,C,239,0.311
homolog,30487,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/30487/7cwt.pdb,H,109,32516,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/32516/7whz.pdb,D,107,0.523
homolog,0485,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/0485/6nqd.pdb,C,244,26431,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/26431/7uar.pdb,E,216,0.318
homolog,22820,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/22820/7kde.pdb,P,215,32437,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/32437/7wdf.pdb,E,215,0.548
homolog,23914,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/23914/7mlz.pdb,L,215,31683,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/31683/7v3l.pdb,D,226,0.314
homolog,26711,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/26711/7urf.pdb,O,250,26884,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/26884/7uza.pdb,L,218,0.308
homolog,22337,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/22337/7jhh.pdb,N,159,25162,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/25162/7sjn.pdb,D,117,0.453
homolog,11989,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/11989/7b2p.pdb,D,140,14910,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/14910/7zrc.pdb,G,108,0.333
homolog,20608,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/20608/6u0n.pdb,J,213,32962,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/32962/7x29.pdb,G,212,0.431
homolog,20150,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/20150/6opn.pdb,B,153,25676,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/25676/7t4g.pdb,B,159,0.532
homolog,12366,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/12366/7niv.pdb,C,241,20795,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/20795/6ujb.pdb,E,212,0.550
homolog,24897,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/24897/7s8m.pdb,B,354,32425,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/32425/7wcn.pdb,A,394,0.411
homolog,24680,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/24680/7rtb.pdb,A,394,33636,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/33636/7y67.pdb,A,354,0.403
homolog,23708,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/23708/7m74.pdb,H,228,30524,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/30524/7d03.pdb,L,217,0.341
homolog,22128,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/22128/6xcn.pdb,B,230,25685,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/25685/7t4q.pdb,K,237,0.302
homolog,20812,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/20812/6ukt.pdb,D,134,31515,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/31515/7fbi.pdb,H,111,0.479
homolog,32425,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/32425/7wcn.pdb,N,138,32984,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/32984/7x3d.pdb,H,124,0.589
homolog,21460,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/21460/6vyh.pdb,C,213,25685,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/25685/7t4q.pdb,G,240,0.427
homolog,15365,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/15365/8adn.pdb,B,231,23508,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/23508/7lsx.pdb,C,258,0.363
